headline,links,content,labels
This apartment in Bengaluru is distributing groceries to daily wage earners ,https://www.thehindu.com/society/an-apartment-in-bengaluru-is-distributing-groceries-to-daily-wage-earners/article31237291.ece,"
As the heart-wrenching news of migrant labourers walking thousands of kilometres to return home poured in following the announcement of countrywide lock-down on March 24, Bengaluru-based author and entrepreneur Sudipto Das, his neighbours and batch mates from IIT Kharagpur, discussed how they could make a difference within their locality itself. “Our apartment is on Sarjapur Road. We pondered over how we could help so many people stranded in the lock-down. Images of people trekking hundreds of kilometres, abandoning the cities they no longer could call home, carrying little babies in their arms — babies who might not even survive the ordeal — drove us crazy. There had to be a solution.”.”
 After some introspection and brainstorming, they analysed the root cause for the exodus. Says Sudipto: “It is caused because, suddenly, with no cash in hand, millions of daily wage earners staying away from home were feeling alienated and helpless, with no one to share their pain and uncertainty about the immediate future. Under such circumstances, it is but natural to yearn for their families back home.”







Sudipto adds there were two problems they needed to tackle, one of hunger and the other of the rapid spread of the coronavirus through mass movement. “With hunger being the root cause, what comes to mind is the need to feed the hungry. In such a scenario, central kitchens and arrangements for massive food distribution might look logical. Even, for the sake of argument, if we assume that million people could be picked up from their homes during the lock-down, taken to the central kitchens, fed, and then again dropped back home, all the time maintaining social distancing, and all the known standards of hygiene, it is not feasible to prepare so much food on a daily basis.”
 After exploring his neighbourhood and from his findings, Sudipto adds that most of daily wage earners already have cooking arrangements, wherever they have been staying. All they need is supplies from their grocers, who they have been going to all these days and who give them their daily provisions on credit. “We can’t blame the local grocers, who are more often than not, people of meagre means themselves and have concerns for unrecoverable debts. That is when an idea flashed through our minds. We thought of breaking down the macro problem of millions people at the city level into the hyper-micro problems of only a few hundred in each neighbourhood. Looking around in our own neighbourhood we figured out that we could very well pool in some money and pay the local grocery stores for the daily provisions of the people who are stranded here. We talked to the people about their basic requirements, negotiated a good rate with the grocer and come up with a unit containing basic provisions to sustain a family of four to five people, including children for two days. We then requested one person from each family to collect the packet directly from the shop. This served several purposes. It ensured that no one had to travel beyond a few hundred meters, thus not violating the norms of the lock-down or social distancing. We didn't have to bother about the logistics at all, thus making the entire process very simple; it ensured that there were no middlemen and that the packets directly reached the ones they were meant for; and finally, it ensured that there would not be any wastage, as we had given a limited quantity.”







The packets comprise two kilograms of rice, half a kilogram each of dal, potato and onion, half a litre of cooking oil, a packet of biscuits, some green chillies and one soap. “After some negotiation, the grocer was ready to give it for ₹250.”
On how they identified the people in need, Sudipto says: “They stay in our neighbourhood. Each of us went around and identified stranded people, within few hundred meters of our homes, while going out to buy groceries, talked to them, authenticated, verified that the needs are genuine, talked to the same grocers they have been buying stuff from all these days, paid for the number of packets they would need, and asked one member per family to go to the shop and collect the packet.”
As of today they have self delivered packets to 377 people in Sarjapur Road. “By self delivered I mean the labourers collected from the nearby stores and we just paid the respective grocers,” says Sudipto.
Gobind Sharma, a labourer, says they are receiving the unit packets. “Four or five of us live together in Dasarahalli and so we are able to share the food among us. The stores get replenished but if we can get a little more rice, it would be good.” 35-year-old Jayaram M, an advocate, who stays in Sarjapur, says: “I do a round of the locality to see if people are in need. And then I update Sudipto. We don’t always get every item from one shop, we have to source different items from different shops.” Likkhu, a security guard says: “These packets help sustain us. Our homes are far in UP and Bihar.”
This simple model, which can be replicated by anyone in their locality, has got others interested too. “You don’t need to go out regularly, just on a day when you go out to buy groceries, look around and you will surely see people stranded. Identify them, talk to the grocer and ask the fund manager to pay the grocer and within 10 minutes the people get their necessities.” Sudipto received calls from people across the city. “Someone called from KR Puram and organised groceries for 65 people there. We paid from our funds for two clusters stranded at Bannerghatta Road and Dasarahalli, based on someone who personally identified the people.”
“The idea is to stay at home, respect the lockdown but still do whatever we can at a micro level to minimises the movement of people. Our target is to reach 500.” For details email: sudipto@sudiptodas.com. ",society
Saturday night party scenes under the coronavirus lockdown,https://www.thehindu.com/society/app-hopping-using-quarantinechat-rave-zoom-house-party/article31236767.ece,"“Hi, where are you from?” A man breathes into my ear. But he isn’t talking to me, he is talking to another woman on this public group chat that I have entered on Rave. It is a multimedia messenger app that allows users to watch videos in sync, while also texting and speaking via VoIP (Voice over Internet Protocol). 
“Argentina,” the woman breathes back while 14 of us are trying to watch Annabelle: Creation  on Netflix. My phone pings, announcing that standup comic Aaquib Jaleel is live with House of T, hosting a quiz on Instagram. I discreetly leave the ASMR conversation at Rave to wash my ears and switch to the ‘Gram.
Weekend pub-hopping has never really been my scene. But given that the world is currently practising physical distancing, the desperation for friends, acquaintances, or strangers to fill the silences in our homes is reaching a crescendo.
So, pub-hopping has today mutated into app-hopping. And that is something I can get behind. I’ve been cruising the dirty lanes of Craigslist since I was 17.
***
The Instagram live quiz is going well: I learnt that Snow White and The Seven Dwarfs is the first feature length animation, and Leo Fender, inventor of Fender guitars, couldn’t actually play one. 
Unexpectedly though, I get a call via the Dialup app, from QuarantineChat. This app arbitrarily connects you to any of its over-1,000 users across the globe. That is how I met Andrei, a Romanian warehouse worker who has been living near Yorkshire, UK, for the past three years.
We take five minutes to adjust to each others’ accents, but in the next 30 minutes, the 49-year-old describes his life in Yorkshire, how he met his wife, and why he loves that she is as good at fixing things as he is. I tell him about all the cats and dogs I’ve known and how my parents live up in the hills, while I’m spending my years near the sea. “If I could give my 20-year-old self some advice, I’d tell him to live without fear, without worrying about what other people think of you,” he says in his gruff, slow voice. 
I am reminded of what Nishad, a 25-year-old from Mumbai I met through QuarantineChat, had told me about his experience speaking to a woman in her fifties, “There was so much warmth in her voice. You know she didn’t spend her time texting people on screens, like people of our generation.”
***
I can’t dwell too much on philosophical discussions, however. Because I am super popular, I have a House Party scheduled in half an hour, and I have to slap on some lipstick for it. This is one of the precious few times I (virtually) meet fellow humans, and I’m not doing it in pyjamas. Not even if it is to play yet another game while facetiming with five buddies. We can get competitive.
I consider heading back to Rave after the House Party. But the scene there is dead: the Shrek watch party speaks a different language, with zero Eddie Murphy references, and the only person talking to me is a certain Diego asking if I’m on Snapchat. 
Instead, I convince one of my friends to download Squad. I’m constantly on the lookout for new places to meet the same eight friends I have, and this particular app allows screen sharing. Which means no more screenshots, you can spill tea in real time as your friend’s screen movements and videos come alive in your’s.
Mind you, downloading these apps, including House Party and Zoom, among others, means giving over a whole lot of personal information to third parties. So you might want to rethink who’s really spilling the tea here.
The moon is rising, and I open up a bottle of wine to drink with my college friends living in Italy, US and Germany, over Google Hangouts. We might dim the lights and turn it into a dance party; we have already made a joint Spotify playlist. ‘It’s Saturday night and we in the spot’ — same spot as we have been for the past 10 days.
I need to sleep soon though, I have RSVP’d “yes” to a Brooklyn 99 Netflix Party with my sister for brunch. ",society
"Rating downgrades outpace upgrades, says Crisil",https://www.thehindu.com/business/rating-downgrades-outpace-upgrades-says-crisil/article31241423.ece,"The impact of a slowing economy has started reflecting in rating actions with downgrades (469) outnumbering upgrades (360) in the second half of fiscal 2020, rating agency Crisil said on Thursday.
As a result, the credit ratio has dropped to 0.77 times compared with 1.21 times in the first half. A ratio below one indicates more downgrades than upgrades.
Over the near to medium term, credit quality trends would be driven by the ability of companies to rebound from the near-standstill demand situation, it said,
“We foresee India Inc’s credit quality deteriorating in the near-term. Our study of 35 sectors, both from manufacturing and services, however, shows sharp variation in resilience in a post-Covid-19 landscape,” Gurpreet Chhatwal, president, Crisil Ratings, said.
On non-banking finance firms, Crisil said the liabilities side could pose challenges for companies with high share of capital market borrowings. 
This is because no moratorium has been announced so far for capital market borrowings (such as bonds and commercial paper) and repayments on these will have to be made on time, during a period when collections would be impacted significantly.
Separately, Moody’s Investors Service has changed the country’s banking sector outlook to ‘negative’ as the virus outbreak and bank default prospects add to risks.
 “A sharp decline in economic activity and a rise in unemployment will lead to a deterioration of household and corporate finances, which will result in increases in delinquencies,” it said.",business
TV viewership up 37% in first week of lockdown ,https://www.thehindu.com/business/tv-viewership-up-37-in-first-week-of-lockdown/article31241371.ece," Television viewership has seen a sharp increase of 37% from March 21 to 27 as compared to the pre-lockdown period from January 11 to 31. 
The TV consumption data for the first week of the lockdown was released by BARC India-Nielsen on Thursday.
The sharp increase is on account of people staying at home during the lockdown and watching news and movies, as per the findings.
This period witnessed the highest-ever TV viewing at 1.20 trillion minutes. And 622 million new viewers were found watching TV for 4 hours 40 minutes daily. 
While news saw a growth of 298%, business news grew 180% in viewership. Infotainment clocked a growth of 63%, while movies saw 56% growth in viewership. This is against the 3% growth in general entertainment content (GEC) viewing. 
“There has been a huge change in momentum. This is the good time for advertisers to build brands, especially food and beverage brands, on television,” said Sunil Lulla, CEO, BARC India. The week witnessed the return of the 1986 produced Ramayan, which garnered a viewership of 51 million on Saturday and Sunday. 
“The re-telecast of Ramayan garnered the highest ever rating to a Hindi GEC show since 2015,” he said.
These was also a significant rise in smartphone content consumption across geographies, socio-economic classes and age groups.",business
Movement of essential goods hit by disruptions,https://www.thehindu.com/business/movement-of-essential-goods-hit-by-disruptions/article31241198.ece,"With the country witnessing largescale disruptions in transportation network and supply chain on account of the COVID-19 spurred lockdown, the logistics sector is likely to face more hardships as current reserves are depleting and manufacturing is yet to pick up. 
“The situation does not seem to be improving. Demand for movement of essentials goods is increasing frantically, but supply is not even close to matching it,” said Abhishek Gupta, MD, Prakash Parcel Services Ltd.
“We are most likely entering a phase where supply will be disrupted very soon. Instructions from the Ministry of Home Affairs to allow trucks to operate has not percolated down yet in many places. Warehouses and factories, to unload trucks, have not been asked to open,” he said. “The driver count per 100 trucks is now below 15 as compared to 58 before the virus outbreak. Not more than 10% of trucks are running and drivers are finding ways to return home,” he said. 
“In the short term, there is significant disruption to supply of all essential commodities and medicines, visible from the depleting stocks at various shops across India,” said Pankaj Poddar, CEO, Cosmo Films, which supplies packaging materials to all top FMCG firms. “But there is always inventory lying at various stages, which is getting consumed. The government has allowed food processing and pharma firms to operate, though they, in turn, are dependent on their raw material and packaging material suppliers. Their suppliers too are dependent on their supply chain,” he said.
He said this entire supply chain is broken with shortage of labour, packing material and trucks, and that the Centre must react quickly to this situation. “Or else we may have serious supply shortages by the third or fourth week of April,” he added. Manufacturers, on the other hand, are waiting to see how things move forward. 
“The government is taking all the necessary steps to ensure they curb the widespread of this deadly virus. Once there are signs of a revival, companies should increase production and adopt an aggressive go to market strategy,” Amit Kumar, MD & CEO, Pratap Snacks, said.
“Though we are facing some loss in revenue in the current quarter, we have met our targets in this fiscal and are expecting double-digit growth which was our initial target for the fiscal,” he said.
Analysts said if the lockdown persists, the supply chain would be disrupted owing to low capacity utilisation due to lack of labour and restriction on people and material movement, running down of inventory and profiteering by unscrupulous firms and middlemen since they have the first-hand information on supplies. 
Rohit Chaturvedi, CEO, Transport Hub, an IOT-based logistics firm, said, “Even a temporary disruption may be amplified due to middlemen’s behaviour. To deal with this, the authorities must identify categories for which supply restriction may matter.” “They need to understand supply side constraints such as the number of days of inventory left , replenishment rate for essential and desirable goods,” he said.
He said the authorities have to deploy predictive analytics to forecast demand pattern in the current scenario and identify supply clusters to fulfil demand.
“They should connect consumers with producers directly with the help of technology and take help from e-commerce players like Amazon to understand the demand pattern and use their supply expertise,” he said. Some experts have called for the need of deployment of Artificial Intelligence (AI) and other technologies to deal with the situation. 
Raj Saxena, Founder & CEO, LogisticsNow said “Artificial intelligence (AI) will be crucial to the next generation supply chains, integrating long haul to last mile capacities with product demand, supply and the markets seamlessly. AI enabled supply chains will also help in faster and better response to emergencies and pandemics, saving lives.”
In a report titled “The COVID-19 War: How India can win faster leveraging its supply chains and logistics?” LogisticsNow said under the current circumstances supply chains and manufacturing have to be supported to ensure optimized throughput while being in close sync with demand with joint effort from corporates and the concerned government departments.
“Inventories of essentials already in the chain need to be unlocked immediately so while manufacturing and transport (inter-State) get back on track, local inventories with distributors are made available to retailers as required,” the report said. As transport capacities have been disrupted by stranded trucks, there is likely to be a need for thousands of trained drivers to move essential supplies.
“Options, including the Army Supply Corps, the Railways, Concor, Freight Marketplaces and Freight Intelligence networks, along with large fleet owners / truckers who can provide transport capacity from long haul to last mile will enable an effective response,” it said. 
A quick way to build last-mile transport capacity would be to partner with e-commerce companies and online pharmacies, other online delivery players which have built distribution capacity and focus this entire capacity on distribution of essentials with curfew passes enabled by mobile technology, the report said.
It emphasised the need to build AI-powered Citizen Information Systems (CIS).
“We can learn from China’s use of multiple data sources to identify and pro-actively isolate touchpoints of infected patients. China used image recognition, data feeds from millions of cameras, social media feeds, online payment / transaction data powered by cohesive AI algorithms which helped identify individuals and communities most at risk, to direct the containment efforts in this fast spreading pandemic,” the report said. 
It said India created the India stack for payments and more, resulting in the digital payments revolution unprecedented in our history. A similar digital logistics revolution is required to power our supply chains and transportation with intelligence, visibility and agility.",business
‘Lockdown to hit realty demand’,https://www.thehindu.com/business/lockdown-to-hit-realty-demand/article31241120.ece,"The outbreak of COVID-19 and the subsequent country-wide lockdown will lead to a substantial drop in demand across real estate segments, including residential and commercial, in 2020, according to a new report by property consultant Anarock.
While housing sales are expected to witness a decline of 25%-25% from about 2.61 lakh units across top seven cities last year to 1.70 lakh-1.96 lakh units this year, net office absorption could fall 13%-30% to 28-35 million sq. ft. from 40 million sq.ft. in 2019, and the net leasing in the retail sector is estimated to drop 49%-64% to 3.1-4.3 million sq.ft. from 8.5 million sq.ft. during the period under review.
“[The] country-wide lockdown until mid-April has halted all activities. As evident, project sites are shut, site visits have stopped, and construction activity has come to a grinding halt, eventually impacting housing sales. Also, developers have deferred their new project launches for an unknown period,” the report said, noting that the commercial real estate is also not immune to the COVID-19 fallout.
“Corporate occupiers are seen delaying their leasing decisions and still several MNCs and businesses are testing new waters of the work-from-home option. If proved successful, it could impact leasing activities in the future,” it said, adding that the retail businesses that are highly dependent on consumer spending are also witnessing a momentary slowdown and reduced interest from global brands who may now consider revising their expansion plans.
In the residential sector, the report expects unsold inventory across the top seven cities of India to remain largely stable with a single-digit annual decline of around 1%-3% amid restricted supply and marginally improving demand. There has been a decline in unsold inventory over the past couple, falling 7% in 2018 and 4% in 2019. “With new launches coming to a screeching halt at least for the next few months until we see COVID-19 containment in the country, homebuyers may spring into action during the second half and select from the existing unsold inventory from projects across various stages of construction,” it said.
The affordable housing segment, which gained significant traction over the last few years, may also take a hit by COVID-19. The outbreak will significantly affect affordable housing’s target audience, the report said, adding that with limited income and unemployment fears, buyers of affordable housing may defer purchase decisions, leading to an estimated 1%-2% rise in unsold stock within this segment in 2020.
Anuj Puri, chairman - Anarock Property Consultants said, “Besides demand-supply decline in 2020, significant new trends will emerge across segments of Indian real estate. COVID-19 has derailed the office segment’s growth trajectory of the last three years. New business models will be tried making players more reliant on technology for ensuring business continuity. Besides revisiting office requirements, corporates will keep employee health and hygiene of assets as the topmost priority.”
Mr. Puri added that in the Indian retail, the revenue-sharing model would become even more dominant and retailers would prefer to partner with mall owners to mitigate risks arising from declining footfalls amid such unprecedented crises.",business
OYO chief to forego salary for rest of 2020,https://www.thehindu.com/business/oyo-chief-to-forego-salary-for-rest-of-2020/article31241086.ece,"OYO Hotels and Homes founder and Group CEO Ritesh Agarwal will forego his salary for the rest of the year, while the company’s executive leadership team will take voluntary pay cuts in the range of 25%-50% amid efforts to mitigate some impact of the COVID-19 on business.
“COVID-19 has impacted the global hospitality industry significantly with occupancies of various hotel chains being affected drastically. In this unprecedented and difficult period, Ritesh Agarwal, has decided to forego 100% of his salary for the rest of the year, effective April 2020,” the company said in a statement.
It added that the company’s entire executive leadership team had taken a voluntary pay cut starting at 25%, with many opting for an additional uncapped amount, and some going up to 50%, to enable building the runway for the company.
Stating that the management had also taken several other measures to ensure business continuity, the company added that it had assured that all employees in India, including 10,000-plus OYOpreneurs on payrolls and tens of thousands of OYO-managed assets staff, including hotels opening post lockdown, that they would continue to receive their salaries and benefits without any interruption for this unprecedented countrywide lockdown period.
Mr. Agarwal said, “The current situation the world over is deeply concerning to each and every one of us. OYO is doing everything to support the world with its limited resources in this pandemic from making isolation centres to finding a safe place for first responders. Given the current business situation, which is unprecedented for our industry globally, I am foregoing 100% of my salary for the rest of the year.”",business
"Hero Moto, TVS Motor sales fall on virus impact in March",https://www.thehindu.com/business/hero-moto-tvs-motor-sales-fall-on-virus-impact-in-march/article31240980.ece,"Hero MotoCorp, the country’s largest two-wheeler maker, sold a total of over 3.34 lakh vehicles in March 2020, of which over 3.16 lakh two-wheelers were sold in the domestic market.
In comparison, the company had sold over 5.8 lakh vehicles in March 2019, of which more than 5.53 lakh two-wheelers were sold in the domestic market. 
“In March 2020, the auto industry and the entire global economy faced an unprecedented disruption, owing to the coronavirus. COVID-19 has resulted in interrupted supply chains, halted production and lock-down, leading to no retails,” the company said in a statement.
It added that with the virus situation escalating through the month of March, Hero MotoCorp set-up a Business Continuity Task Force and rolled out measures to ensure health and safety of its employees and partners. 
Hero MotoCorp has also elevated Naveen Chauhan as head of Sales and After Sales. In 2019-20, the company sold over 62.31 lakh units in the domestic market, as against sales of over 76.12 lakh units in the previous year.
Chennai-based TVS Motor said it registered sales of over 1.44 lakh units in March 2020 compared with over 3.25 lakh units in March 2019. It added that domestic two-wheeler sales stood at 94,103 units in March 2020 as against 2,47,694 units in March 2019. The company said it had launched the BS-VI version of its entire portfolio, and there were adequate stocks in the market when it reopens. 
“Due to the lockdown, there was a significant loss in production, and also vehicle stock in the factory for both domestic and international markets, which could not be dispatched,” it added.",business
"Motor third party, health renewal dates extended",https://www.thehindu.com/business/motor-third-party-health-renewal-dates-extended/article31240897.ece,"Motor third party insurance and health insurance policies whose renewal date falls during the lockdown period (March 25 to April 14) can be renewed till April 21. 
The Insurance Regulatory and Development Authority of India (IRDAI) shared the details of a notification issued in this regard by the Department of Financial Services with insurers. The regulator said the Centre had permitted motor vehicle TP and health insurance policyholders, whose policies fall due for renewal during the 21 days to make premium payment by April 21. 
The relaxation is for those who are unable to make payment towards the renewal in view of the situation as a result of COVID 19. “Insurers shall ensure adequate arrangements are made for ease of payment of premium by policyholders during the week following the end of the lockdown period (the last date being April 21),” IRDAI said. 
The regulator said such policyholders would be required to pay the renewal premium for the entire period of 12 months from the date it was due, by April 21. It directed the insurers to communicate details to the policyholders concerned “immediately, in a manner that is correctly understood by them” as well as inform agents and intermediaries. 
When the policy is issued, on receipt of the premium before April 21, “it shall be ensured that the period of cover commences from the date the renewal was due without any break in the policy period.”
Motor Business Head of Policybazaar.com Sajja Praveen Chowdary said the Finance Ministry notification is mainly for those who generally opt for Motor TP cover only and facing hardship on monetary or process front for now. The notification does not affect most of the private vehicles as most private vehicles have a comprehensive motor insurance policy that includes Own Damage cover also. 
Customers with comprehensive motor insurance policies should renew before the expiry date so that they need not go through the vehicle inspection process, possible increase of premium/losing No Claim Bonus (NCB), he said in a statement.",business
"Production of masks, coveralls see increase",https://www.thehindu.com/business/production-of-masks-coveralls-see-increase/article31240867.ece,"With the spread of COVID-19 in the country, demand for protective gear such as masks and coveralls has shot up. These products, now made by a handful of manufacturers, are attracting investments because of increasing demand.
According to government sources, the current production of N95 masks in the country is about 75,000 to one lakh pieces a day and coverall suits 5,000. 
The production of N95 and other types of similar versions of industrial masks was 10-15 lakh a month and it is now about 25 lakh a month (average). There are limitations in increasing production of these masks as the machinery needs to be imported. 
There are 16 main producers of coveralls at present. Some major suppliers are expected to get into production shortly for coveralls and its numbers will increase. Against an annual consumption of 50,000 body coveralls a month before the outbreak, now, the demand is projected at almost one lakh a day. It is estimated that production will scale up to 50,000 a day in May. 
Imports have started and more are in the pipeline and a clear position will be available by next week.
The Ministry of Textiles is taking steps to bring in new manufacturers and is facilitating logistics for supply of the gear. It is also co-ordinating with the State government authorities so that these industries have permission to operate and are able to transport goods, according to sources. These products are tested by South India Textile Research Association for standards.
S.K. Sundararaman, MD, Shiva Texyarn and chairman, Indian Technical Textile Association, said N95 masks, goggles, coveralls and gloves are the protective gear that the health workers mostly use. An approximate estimate of the requirement of coveralls is 20 lakh pieces. Some manufacturers now produce reusable coverall suits.
“The Class III coveralls recommended was not generally made in India. Now, even for those who are getting into it, there is shortage in availability of fabric and seam sealing facility. We (Shiva Texyarn) started making coveralls a week ago and produce 2,000 pieces a day. In the case of masks too, there were just five N 95 suppliers. The existing textile manufacturers are trying to get into these segments now. But, there are challenges such as availability of fabric,” he said.
State Governments are also coming out with alternative systems to ensure that health workers are protected.
The association is interacting constantly with the Ministry and giving data on the realistic production. More investments will certainly come in, he added.",business
"Aurobindo, Novartis call off $1-bn Sandoz deal ",https://www.thehindu.com/business/aurobindo-novartis-call-off-1-bn-sandoz-deal/article31240838.ece,"Aurobindo Pharma and Novartis have called off their almost $1 billion deal pertaining to U.S. generic oral solids and dermatology businesses of Sandoz.
“This decision was taken as approval from the U.S. Federal Trade Commission for the transaction was not obtained within the anticipated timelines,” Aurobindo Pharma and Novartis said.
As part of the proposed transaction, for which a definitive agreement was announced in September 2018, Aurobindo was to acquire commercial operations and three manufacturing facilities in the U.S. from Sandoz Inc., a Novartis division. The Hyderabad-headquartered drugmaker had proposed to undertake the transaction through its wholly owned subsidiary, Aurobindo Pharma USA Inc.In its statement on Thursday, Aurobindo Pharma said it was announcing the mutual agreement with Sandoz Inc. to terminate the agreement to buy the Sandoz US generic oral solids and dermatology businesses. While announcing the mutual agreement with Aurobindo to terminate the pact, Novartis said Sandoz will continue to operate its oral solids and dermatology business as part of the Sandoz U.S. business.
Novartis agreed to sell select portions of its Sandoz U.S. portfolio, specifically the Sandoz U.S. dermatology business and generic U.S. oral solids portfolio to Aurobindo Pharma USA Inc., for $900 million in cash plus $100 million of potential earn-outs.
The Sandoz US portfolios to be sold to Aurobindo included around 300 products as well as additional development projects. The proposed sale included the Sandoz US generic and branded dermatology businesses as well as its dermatology development center. As part of the transaction, Aurobindo was to acquire the manufacturing facilities in Wilson, North Carolina, as well as Hicksville and Melville, New York. The business had net sales of $0.6 billion in H1, 2018, Novartis had said.
About 750 employees in Hicksville, Melville, Wilson and Princeton, New Jersey, as well as the field representatives for the PharmaDerm branded dermatology business, were also to be transferred to Aurobindo upon closing of the deal, which was expected by 2019.
Aurobindo Pharma managing director N.Govindarajan had said the transaction would position Aurobindo as the 2nd largest dermatology player and the 2nd largest generics company in the U.S. by prescriptions. ",business
Bajaj Fin tells customers to write for EMI refund ,https://www.thehindu.com/business/bajaj-fin-tells-customers-to-write-for-emi-refund/article31240819.ece,"Bajaj Finserv has asked its customers to write within five days from the time their equated monthly instalment (EMI) has been debited, in case the customer wants a refund.
“In the event of the loan EMI having been debited, requests for moratorium should reach BFL no later than 5 days of date of EMI debit from the bank account,” Bajaj Finserv said. 
“Refund of such EMIs which have got debited from the bank account will be processed in 10 working days from the date of receipt of such requests,” it added.
Since most of the EMIs of Bajaj Finserv are processed on the second of every month a lot of customers were unable to apply for a request for a moratorium.
The non-banking finance company has also said new loans sanctioned and availed after March 1 will not be eligible for moratorium.
“Non-payment of EMIs for loans sanctioned or availed after March 1, 2020, will lead to tagging of loans as overdue and delinquent and will be reported to credit bureaus as well,” the company said. 
While offering moratorium, Bajaj Fin has put a condition that to become eligible for moratorium, customers should not have more than two EMIs due in any of their loans.",business
TAFE’s free tractor rental plan for ryots,https://www.thehindu.com/business/tafes-free-tractor-rental-plan-for-ryots/article31240808.ece,"TAFE has announced a free tractor rental scheme through its JFarm Services platform on the Uzhavan App. The scheme will be available for 90 days, starting April 1, across 30 districts of Tamil Nadu.
Under this, TAFE would offer more than 4,400 of its Massey Ferguson and Eicher tractors and 10,500 implements on a free-of-cost rental basis. 
Those hiring out Massey Ferguson, Eicher tractors and implements will be paid directly by the company.
“The rabi season is crucial to sustain the livelihoods of the farmers of Tamil Nadu. At this crucial juncture, TAFE seeks todo its best to support the small and marginal farmers of the State to to tide over the crisis caused by COVID-19 by offering free rental services of Massey Ferguson and Eicher tractors,” said Mallika Srinivasan, CMD of the company.",business
Non-banking financial companies start rolling out loan repayment moratorium options ,https://www.thehindu.com/business/non-banking-financial-companies-start-rolling-out-loan-repayment-moratorium-options/article31234136.ece,"
Non-banking financial companies (NBFCs) have started intimating customers about loan repayment moratoriums, as directed by Reserve Bank of India due to the impact of the COVID-19 pandemic.
Cholamandalam Investment and Finance Company Limited (Chola), part of Murugappa Group said customers must submit a request to avail of the moratorium. Customers who have already paid their March 2020 instalments will not be able to avail moratorium for March 2020 but can do so for April and May 2020, it said.
The repayment schedule for such loans where the moratorium is provided, the tenure would be extended by up to three months. However, interest shall continue to accrue on the outstanding portion of the term loans during the moratorium. The interest of the deferred period will be payable after the moratorium period, the company said.
New loans sanctioned after March 1, 2020 are not covered under the RBI circular. However, the company may, at its own discretion, extend the benefit to such borrowers wherein the loan instalments are falling due between March 1, 2020 and May 31, 2020, it added.
Repco Home Finance said the borrowers have to communicate their consent for the moratorium by clicking a button on the website or in writing or by e-mail latest by April 8. Non communication or delayed communication shall be treated by default as acceptance of deferment by that particular borrower, it said. Many borrowers have already paid instalments for the month of March 2020. Such borrowers shall be granted deferment for the month of April and May 2020 only, subject to the consent of the borrowers, Repco Home Finance said.
Sundaram Finance said it has initiated a series of SMS communications with customers and they have to take appropriate action for availing of the moratorium.
Bajaj Finserv said the interest will continue to be charged on the outstanding loan amount during the period of moratorium as well as the extended tenor of loan. While EMI amount will remain same, the amount of interest cost on the loan will increase due to the extension of the remaining tenor of your loan, it said. The company also said that to become eligible for the moratorium, customers should have no more than 2 EMIs due in any of their loans and should have a consistent payment record. ",business
COVID-19 impact: Moody’s changes outlook on Indian banks to negative ,https://www.thehindu.com/business/covid-19-impact-moodys-changes-outlook-on-indian-banks-to-negative/article31233397.ece,"Moody’s Investors Service on Thursday changed the outlook for Indian banking system to negative from stable, as it expects deterioration in banks’ asset quality due to disruption in economic activity from the Coronavirus outbreak.
It said Banks’ asset quality will deteriorate across the corporate, small and medium enterprises and retail segments, leading to pressure on profitability and capital.
Interactive map of confirmed coronavirus cases in India
“We have changed the outlook for the Indian banking system to negative from stable. Disruptions to economic activity from the coronavirus outbreak will exacerbate a slowdown in India’s economic growth,” Moody’s said.
Stating that asset quality will deteriorate, Moody’s said a sharp decline in economic activity and a rise in unemployment will lead to a deterioration of household and corporate finances, which in turn will result in increases in delinquencies.
“Growing solvency stress among non-bank financial institutions will increase risks to banks’ asset quality because banks have large exposures to the sector,” it added.
Data | In numbers: The COVID-19 pandemic
It expects deteriorating profitability and loan growth to hurt capitalisation.
“Increases in loan loss charges and declines in revenue will hurt banks’ profitability, which will lead to a deterioration of capitalization. If the government makes more capital infusions into PSBs, as it has in the past few years, it will mitigate capital pressure for them,” it added.
It said while funding and liquidity at public sector banks (PSBs) will be stable, growing risk aversion in the system following a default by a private sector bank (Yes Bank) will increase funding and liquidity pressure on small private sector lenders.
“Disruptions from the coronavirus outbreak will exacerbate India’s economic slowdown. A deterioration of global economic conditions and a 21-day lockdown imposed by the Indian government in an effort to slow the spread of coronavirus will weigh on domestic demand and private investment,” Moody’s added.
Moody’s rates 16 commercial banks in India, which together account for around 75 per cent of deposits in the system.",business
